
SetupTitle, C-V Oliver
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.74774774774774766
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.74774774774774766
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.74774774774774766
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.74774774774774766
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.74774774774774766
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vanode, Cp, G, D, Rp, Cs, X, Rs, Z
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, F, S, , ohm, F, ohm, ohm, ohm
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Cj-V
Dimension1, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001
Dimension2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
DataName, Vanode, Cp, G, PI, D, Rp, Cs, X, Rs, Z, Theta, CpPerArea, CpPerW
DataValue, 0, 6.30009E-11, 7.99336E-05, 3.141592653589, 0.20193088605295378, 12510.383618403275, 6.5569829911228726E-11, -2427.25874548411, 490.1385091553874, 2476.25135551425, -1.371544837023718, 6.30009E-12, 6.30009E-13
DataValue, -0.025, 6.02977E-11, 7.1585100000000007E-05, 3.141592653589, 0.18894787888643369, 13969.387484266976, 6.24504063334295E-11, -2548.5013218679474, 481.53391910622111, 2593.5947838497191, -1.3840500387939811, 6.0297700000000005E-12, 6.02977E-13
DataValue, -0.05, 5.79807E-11, 6.52207E-05, 3.141592653589, 0.17902848356291315, 15332.555461686245, 5.9839050891636521E-11, -2659.7170362904271, 476.1651077135208, 2702.0044268907782, -1.3936445748657655, 5.79807E-12, 5.7980699999999991E-13
DataValue, -0.075, 5.59746E-11, 6.01547E-05, 3.141592653589, 0.1710403978806897, 16623.804956221211, 5.7612126719232581E-11, -2762.5250473318324, 472.50338325100773, 2802.64233970719, -1.4013951688573048, 5.59746E-12, 5.59746E-13
DataValue, -0.1, 5.41865E-11, 5.59121E-05, 3.141592653589, 0.1642233230352691, 17885.216259092394, 5.5647871965170361E-11, -2860.0364662920006, 469.68469249652071, 2898.3464766803818, -1.4080258945185087, 5.4186499999999993E-12, 5.4186499999999993E-13
DataValue, -0.125, 5.25889E-11, 5.2306200000000004E-05, 3.141592653589, 0.15829938037029484, 19118.192489609261, 5.3906709143726106E-11, -2952.4143769859243, 467.36536647322191, 2989.1773181281555, -1.4137996735947724, 5.2588900000000012E-12, 5.25889E-13
DataValue, -0.15, 5.11379E-11, 4.91673E-05, 3.141592653589, 0.15302190417447961, 20338.72106054227, 5.2335329886481735E-11, -3041.0612379276395, 465.3489813388876, 3076.4595117210833, -1.4189522898573961, 5.113790000000001E-12, 5.1137899999999992E-13
DataValue, -0.17500000000000002, 4.98179E-11, 4.6415700000000004E-05, 3.141592653589, 0.14828581879349295, 21544.434318560314, 5.0913330063396361E-11, -3125.9975117274525, 463.54110057292689, 3160.1789182333628, -1.4235832601354819, 4.9817899999999995E-12, 4.9817899999999993E-13
DataValue, -0.2, 4.86026E-11, 4.39634E-05, 3.141592653589, 0.14396333581182896, 22746.193424530404, 4.9609910370171522E-11, -3208.12801120538, 461.85281020449514, 3241.2024550426308, -1.4278153713801582, 4.8602600000000005E-12, 4.8602599999999991E-13
DataValue, -0.225, 4.74842E-11, 4.17889E-05, 3.141592653589, 0.14006574821466056, 23929.799540069253, 4.8415764685650905E-11, -3287.2545569667445, 460.4317690935996, 3319.3432989507564, -1.4316359015731111, 4.7484200000000005E-12, 4.74842E-13
DataValue, -0.25, 4.64443E-11, 3.98135E-05, 3.141592653589, 0.13643257249631871, 25117.108518467354, 4.7308807086696418E-11, -3364.1715547862768, 458.98257953843193, 3395.3372819725682, -1.4352009357703466, 4.6444299999999994E-12, 4.644429999999999E-13
DataValue, -0.275, 4.54754E-11, 3.80209E-05, 3.141592653589, 0.13306566134226791, 26301.323745624119, 4.628060881622709E-11, -3438.9120446516686, 457.601105519465, 3469.2239510621043, -1.4385078002125413, 4.54754E-12, 4.5475399999999994E-13
DataValue, -0.3, 4.4536E-11, 3.63284E-05, 3.141592653589, 0.1298240622108198, 27526.673346472729, 4.5286622531573527E-11, -3514.3919814504557, 456.2526432330302, 3543.8845175513811, -1.4416943404915381, 4.4535999999999995E-12, 4.4535999999999993E-13
DataValue, -0.325, 4.36876E-11, 3.4837E-05, 3.141592653589, 0.12691200140300127, 28705.112380514969, 4.4391261149039392E-11, -3585.2764479384377, 455.01460959091042, 3614.0345188007309, -1.44455919138583, 4.36876E-12, 4.3687599999999997E-13
DataValue, -0.35000000000000003, 4.28944E-11, 3.34722E-05, 3.141592653589, 0.12419490856992718, 29875.538506581579, 4.3556019324498546E-11, -3654.0286637814288, 453.81175581022774, 3682.1013817449207, -1.4472341160456339, 4.2894399999999995E-12, 4.2894399999999997E-13
DataValue, -0.375, 4.21428E-11, 3.22092E-05, 3.141592653589, 0.12164007595690773, 31047.030041106264, 4.2766357852103347E-11, -3721.4986518686655, 452.6833786868342, 3748.9297749090506, -1.4497509216848985, 4.21428E-12, 4.2142799999999991E-13
DataValue, -0.4, 4.1433699999999996E-11, 3.10421E-05, 3.141592653589, 0.11923877565735554, 32214.31539747633, 4.202279960742438E-11, -3787.3474537335878, 451.598673372196, 3814.1764638115287, -1.4521178865359168, 4.1433699999999991E-12, 4.1433699999999996E-13
DataValue, -0.425, 4.0761499999999997E-11, 2.9957E-05, 3.141592653589, 0.11696833115084364, 33381.179690890276, 4.1319182150848352E-11, -3851.8415614058281, 450.54347929509953, 3878.101705848961, -1.4543570966249881, 4.07615E-12, 4.0761499999999992E-13
DataValue, -0.45, 4.0122199999999996E-11, 2.8945200000000002E-05, 3.141592653589, 0.11481852088830356, 34548.0425079115, 4.0651142707931816E-11, -3915.1406944553451, 449.53066360696835, 3940.8634174382651, -1.4564784140918288, 4.0122199999999988E-12, 4.0122199999999992E-13
DataValue, -0.47500000000000003, 3.95163E-11, 2.8003E-05, 3.141592653589, 0.11278424020982404, 35710.459593614971, 4.001895859181132E-11, -3976.9886246990395, 448.5416403597942, 4002.2029089143161, -1.4584866854839618, 3.95163E-12, 3.9516299999999997E-13
DataValue, -0.5, 3.89377E-11, 2.71196E-05, 3.141592653589, 0.11084934124707044, 36873.700202067877, 3.9416149965728329E-11, -4037.8104718578056, 447.58863088596041, 4062.5421830601244, -1.4603976905932263, 3.89377E-12, 3.8937699999999994E-13
DataValue, -0.525, 3.83859E-11, 2.62912E-05, 3.141592653589, 0.10900811078595774, 38035.540408958128, 3.8842030752505688E-11, -4097.4928449555509, 446.65995398758383, 4121.7657295093959, -1.4622169362099986, 3.83859E-12, 3.8385899999999997E-13
DataValue, -0.55, 3.7858E-11, 2.5511900000000002E-05, 3.141592653589, 0.107251967686279, 39197.39415723642, 3.8293479989948686E-11, -4156.1890727536565, 445.75945612904104, 4180.0250120310711, -1.463952783178494, 3.7858E-12, 3.7858E-13
DataValue, -0.57500000000000007, 3.73537E-11, 2.47801E-05, 3.141592653589, 0.10558192107642539, 40354.962247932817, 3.777010194177896E-11, -4213.7811366584674, 444.89910740400438, 4237.2026955796682, -1.4656041286508554, 3.73537E-12, 3.73537E-13
DataValue, -0.6, 3.68532E-11, 2.40644E-05, 3.141592653589, 0.10392498378815336, 41555.160319808514, 3.7251229384397531E-11, -4272.47491484393, 444.01688626044728, 4295.4851755366435, -1.4672430808891197, 3.6853199999999995E-12, 3.68532E-13
DataValue, -0.625, 3.63893E-11, 2.3411E-05, 3.141592653589, 0.10239208703452121, 42714.963051556959, 3.6770810497044657E-11, -4328.2957579824661, 443.18323596248962, 4350.9258266726629, -1.4687598365249441, 3.6389299999999993E-12, 3.63893E-13
DataValue, -0.65, 3.59449E-11, 2.2794000000000002E-05, 3.141592653589, 0.10092607777007527, 43871.194173905409, 3.6311037381633953E-11, -4383.1009678736355, 442.36918915770673, 4405.3677024841918, -1.4702108499418214, 3.59449E-12, 3.59449E-13
DataValue, -0.675, 3.55168E-11, 2.22089E-05, 3.141592653589, 0.099520683609854679, 45026.993682712789, 3.5868571402905766E-11, -4437.1698360710889, 441.59017537882158, 4459.08937308171, -1.4716022674742169, 3.5516799999999997E-12, 3.5516799999999995E-13
DataValue, -0.70000000000000007, 3.51048E-11, 2.16533E-05, 3.141592653589, 0.098169758245385472, 46182.337103351449, 3.5443115539378787E-11, -4490.4332102268972, 440.8247426650247, 4512.0191565699633, -1.4729401213058528, 3.51048E-12, 3.5104799999999996E-13
DataValue, -0.725, 3.47088E-11, 2.11262E-05, 3.141592653589, 0.096872814927305137, 47334.589277768835, 3.5034519259048313E-11, -4542.803682137891, 440.07418035082424, 4564.0695194811651, -1.4742248462012733, 3.47088E-12, 3.47088E-13
DataValue, -0.75, 3.43261E-11, 2.06232E-05, 3.141592653589, 0.095620656654079692, 48489.080259125643, 3.4639954172668682E-11, -4594.5483154683434, 439.33372695397867, 4615.505210354796, -1.4754655114970765, 3.4326099999999994E-12, 3.4326099999999991E-13
DataValue, -0.775, 3.39578E-11, 2.01444E-05, 3.141592653589, 0.094413679202456746, 49641.587736542169, 3.4260497887511485E-11, -4645.43579064419, 438.59268449349156, 4666.094429808426, -1.4766616894009261, 3.3957800000000003E-12, 3.3957799999999996E-13
DataValue, -0.8, 3.35999E-11, 1.96868E-05, 3.141592653589, 0.093251811275102486, 50795.456854338947, 3.38920813806945E-11, -4695.9329910789384, 437.90425704462069, 4716.3064780653713, -1.4778134167231953, 3.35999E-12, 3.3599899999999996E-13
DataValue, -0.82500000000000007, 3.32554E-11, 1.9250800000000002E-05, 3.141592653589, 0.092131202104747886, 51945.893157686951, 3.3537677102897453E-11, -4745.5565453632889, 437.21382918037438, 4765.65450464749, -1.4789244798431107, 3.3255399999999996E-12, 3.3255399999999992E-13
DataValue, -0.85, 3.29223E-11, 1.88341E-05, 3.141592653589, 0.091048927738579116, 53095.183735883322, 3.3195222813204653E-11, -4794.513475253, 436.53531094995424, 4814.3454946740967, -1.4799977507176954, 3.29223E-12, 3.2922299999999995E-13
DataValue, -0.875, 3.25995E-11, 1.84356E-05, 3.141592653589, 0.090004965378784538, 54242.8779101304, 3.2863585087199563E-11, -4842.896557683438, 435.88473700733266, 4862.4728865442576, -1.4810332271247524, 3.2599499999999997E-12, 3.2599499999999992E-13
DataValue, -0.9, 3.22737E-11, 1.80372E-05, 3.141592653589, 0.088948882202470117, 55440.9775353159, 3.2529046404669863E-11, -4892.702390104103, 435.20040854911383, 4912.0195514402958, -1.4820809222341298, 3.22737E-12, 3.2273699999999993E-13
DataValue, -0.925, 3.19705E-11, 1.76713E-05, 3.141592653589, 0.087970934012934446, 56588.9323366136, 3.2217916030281136E-11, -4939.9515146277054, 434.57214872040942, 4959.0295340233688, -1.4830512771706161, 3.19705E-12, 3.1970499999999995E-13
DataValue, -0.95000000000000007, 3.16771E-11, 1.73191E-05, 3.141592653589, 0.087016184401461652, 57739.720886189229, 3.1916953183630552E-11, -4986.5330871733186, 433.90908263746331, 5005.3760419642349, -1.483998773511364, 3.16771E-12, 3.1677099999999994E-13
DataValue, -0.975, 3.13912E-11, 1.6982300000000002E-05, 3.141592653589, 0.086101104451890231, 58884.838920523129, 3.1623915527976377E-11, -5032.7399512289267, 433.32446821996274, 5051.360362462161, -1.4849070482428188, 3.13912E-12, 3.1391199999999997E-13
DataValue, -1, 3.11138E-11, 1.66571E-05, 3.141592653589, 0.085205272341426608, 60034.459779913668, 3.1339684272471953E-11, -5078.3837421021344, 432.70506980008554, 5096.7847815537571, -1.4857963559176362, 3.11138E-12, 3.1113799999999993E-13
DataValue, -1.025, 3.08437E-11, 1.63439E-05, 3.141592653589, 0.08433529292530681, 61184.906907164135, 3.10630740159895E-11, -5123.6057001316622, 432.10078755437542, 5141.79408971487, -1.4866601282124141, 3.0843699999999997E-12, 3.0843699999999993E-13
DataValue, -1.05, 3.05817E-11, 1.60434E-05, 3.141592653589, 0.083493933103822179, 62330.927359537258, 3.0794892274438821E-11, -5168.2253561263942, 431.51546214989474, 5186.2085308809392, -1.4874956048417278, 3.05817E-12, 3.05817E-13
DataValue, -1.075, 3.03262E-11, 1.57536E-05, 3.141592653589, 0.0826764748466051, 63477.55433678651, 3.0533491692106473E-11, -5212.4711021203084, 430.94873596310566, 5230.2554243045815, -1.4883074587050698, 3.0326199999999997E-12, 3.0326199999999996E-13
DataValue, -1.1, 3.00787E-11, 1.54752E-05, 3.141592653589, 0.081883677663473514, 64619.520264681552, 3.028037577854662E-11, -5256.04253579625, 430.38409278664614, 5273.6338141193746, -1.4890949246946941, 3.0078699999999998E-12, 3.00787E-13
DataValue, -1.125, 2.98364E-11, 1.5205200000000001E-05, 3.141592653589, 0.081108402511747335, 65766.974456107113, 3.00326809342043E-11, -5299.3918005726073, 429.82520322829652, 5316.7944441464379, -1.489865084710597, 2.9836399999999996E-12, 2.98364E-13
DataValue, -1.1500000000000001, 2.9601E-11, 1.49457E-05, 3.141592653589, 0.080358164689339567, 66908.876800685146, 2.9792146522548908E-11, -5342.1777773372332, 429.28760163099537, 5359.3984037007249, -1.49061046421738, 2.9601000000000003E-12, 2.9601E-13
DataValue, -1.175, 2.93714E-11, 1.4694300000000001E-05, 3.141592653589, 0.079624072406348639, 68053.599014583888, 2.955761446765607E-11, -5384.5665815180573, 428.74111936359895, 5401.6086694830283, -1.4913398891851326, 2.9371399999999997E-12, 2.9371399999999995E-13
DataValue, -1.2, 2.9138E-11, 1.44416E-05, 3.141592653589, 0.078881598811054165, 69244.405052071786, 2.9319305570613732E-11, -5428.3326291143121, 428.19555666275005, 5445.1948144260941, -1.492077728370635, 2.9137999999999996E-12, 2.9137999999999992E-13
DataValue, -1.225, 2.8920199999999998E-11, 1.4207600000000001E-05, 3.141592653589, 0.078187902209285676, 70384.864438751087, 2.9096999248330235E-11, -5469.8060694718824, 427.67266206362478, 5486.500008521647, -1.4927671726550686, 2.89202E-12, 2.8920199999999996E-13
DataValue, -1.25, 2.87064E-11, 1.39796E-05, 3.141592653589, 0.077506146449851668, 71532.804944347474, 2.8878845164663937E-11, -5511.1256071512516, 427.14610841139262, 5527.6540463137935, -1.4934448217276286, 2.87064E-12, 2.87064E-13
DataValue, -1.2750000000000001, 2.84985E-11, 1.37598E-05, 3.141592653589, 0.0768440509485206, 72675.4749342287, 2.8666783875223848E-11, -5551.8939196206829, 426.63001922011352, 5568.2617815635131, -1.4941029971156, 2.84985E-12, 2.8498499999999997E-13
DataValue, -1.3, 2.8295E-11, 1.3547100000000001E-05, 3.141592653589, 0.07620031558793991, 73816.536380479942, 2.8459294580667879E-11, -5592.3713302454071, 426.14046024964733, 5608.5838486388493, -1.494742984913545, 2.8295E-12, 2.8294999999999997E-13
DataValue, -1.325, 2.80965E-11, 1.3341E-05, 3.141592653589, 0.075571195550673986, 74956.899782625, 2.8256959268754939E-11, -5632.41577333909, 425.64839382970905, 5648.4762546131669, -1.4953685027934278, 2.8096500000000003E-12, 2.8096499999999995E-13
DataValue, -1.35, 2.79029E-11, 1.31403E-05, 3.141592653589, 0.074950764928052666, 76101.763277855149, 2.805964780994585E-11, -5672.0221212299912, 425.12239667502371, 5687.9314338234672, -1.4959854389376524, 2.7902900000000002E-12, 2.7902899999999995E-13
DataValue, -1.375, 2.77126E-11, 1.2946800000000001E-05, 3.141592653589, 0.07435416443143808, 77239.163345382636, 2.7865810266608116E-11, -5711.4773110564283, 424.6721231327175, 5727.2436203533734, -1.4965787329949247, 2.7712599999999996E-12, 2.7712599999999996E-13
DataValue, -1.4000000000000001, 2.7526899999999998E-11, 1.27585E-05, 3.141592653589, 0.07376705482413419, 78379.119802484624, 2.7676689783837589E-11, -5750.5050038490353, 424.19781788538978, 5766.1296887939943, -1.497162639871843, 2.7526899999999992E-12, 2.75269E-13
DataValue, -1.425, 2.73449E-11, 1.25754E-05, 3.141592653589, 0.073192334634916423, 79520.333349237408, 2.7491389851877583E-11, -5789.2650735177622, 423.72982655114606, 5804.7512485344005, -1.4977342736431429, 2.7344900000000004E-12, 2.7344899999999994E-13
