
SetupTitle, C-V Oliver
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.72076788830715532
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.72076788830715532
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.72076788830715532
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.72076788830715532
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.72076788830715532
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vanode, Cp, G, D, Rp, Cs, X, Rs, Z
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, F, S, , ohm, F, ohm, ohm, ohm
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Cj-V
Dimension1, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001
Dimension2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
DataName, Vanode, Cp, G, PI, D, Rp, Cs, X, Rs, Z, Theta, CpPerArea, CpPerW
DataValue, 0, 6.58175E-11, 8.23404E-05, 3.141592653589, 0.19910938088148603, 12144.706608177759, 6.84268048770668E-11, -2325.9151640627929, 463.11152829940266, 2371.5719761502196, -1.374257277969769, 6.58175E-12, 6.58175E-13
DataValue, -0.025, 6.29764E-11, 7.3743E-05, 3.141592653589, 0.186364463011995, 13560.609142562684, 6.5163678255217661E-11, -2442.3873445049426, 455.17420592595607, 2484.4394736717236, -1.3865455736136971, 6.297639999999999E-12, 6.2976399999999992E-13
DataValue, -0.05, 6.05387E-11, 6.71805E-05, 3.141592653589, 0.17661609275368934, 14885.271767849303, 6.2427098453835877E-11, -2549.4528343268871, 450.27439825863365, 2588.9103476529604, -1.3959830212147666, 6.0538700000000007E-12, 6.05387E-13
DataValue, -0.075, 5.84261E-11, 6.19491E-05, 3.141592653589, 0.16875173056385118, 16142.284552963642, 6.0089908613113839E-11, -2648.6134987597907, 446.95811151049139, 2686.0612463712746, -1.4036196270544716, 5.8426099999999995E-12, 5.8426099999999995E-13
DataValue, -0.1, 5.6542199999999996E-11, 5.75646E-05, 3.141592653589, 0.16203279386210709, 17371.787522192459, 5.8026694330431238E-11, -2742.788382630114, 444.42166461008736, 2778.5605496129679, -1.4101596422702283, 5.6542199999999993E-12, 5.6542199999999987E-13
DataValue, -0.125, 5.48587E-11, 5.38373E-05, 3.141592653589, 0.15619167821555122, 18574.4827470917, 5.6197024086667886E-11, -2832.0884544790915, 442.348648559976, 2866.4258826763003, -1.4158565172241249, 5.48587E-12, 5.48587E-13
DataValue, -0.15, 5.3328999999999996E-11, 5.0587800000000004E-05, 3.141592653589, 0.15097411221185877, 19767.6119538703, 5.4544537632644052E-11, -2917.889673276537, 440.52580295507585, 2950.9563074507, -1.4209538386132397, 5.3329E-12, 5.3328999999999994E-13
DataValue, -0.17500000000000002, 5.1937199999999996E-11, 4.77397E-05, 3.141592653589, 0.14629223825554852, 20946.9267716387, 5.304872977752698E-11, -3000.1650135524696, 438.90085496857881, 3032.0989543608962, -1.425534509563942, 5.19372E-12, 5.1937199999999988E-13
DataValue, -0.2, 5.06561E-11, 4.52039E-05, 3.141592653589, 0.14202483278486786, 22121.985049962503, 5.1677886884335481E-11, -3079.7494380556477, 437.40089895914412, 3110.6552601685626, -1.4297150309356217, 5.0656099999999991E-12, 5.0656099999999988E-13
DataValue, -0.225, 4.94771E-11, 4.2942E-05, 3.141592653589, 0.13813322863009142, 23287.224628568765, 5.0421162098098061E-11, -3156.5108075511612, 436.01902905281906, 3186.4828686003393, -1.4335317386901059, 4.94771E-12, 4.9477099999999989E-13
DataValue, -0.25, 4.83814E-11, 4.09101E-05, 3.141592653589, 0.1345774334224597, 24443.8414963542, 4.9257639676198392E-11, -3231.0712437331872, 434.82927518672705, 3260.1990553705364, -1.437022625215896, 4.83814E-12, 4.83814E-13
DataValue, -0.275, 4.73604E-11, 3.90554E-05, 3.141592653589, 0.13124593467185197, 25604.653901893209, 4.8176206350821324E-11, -3303.6005768690461, 433.58414549364733, 3331.9321695846315, -1.4402962901690972, 4.7360399999999989E-12, 4.7360399999999991E-13
DataValue, -0.3, 4.6371E-11, 3.73051E-05, 3.141592653589, 0.12803888351639958, 26805.986312863388, 4.7131204119399586E-11, -3376.8486518770278, 432.3679311901937, 3404.4160799769156, -1.4434503283930715, 4.6370999999999993E-12, 4.6371E-13
DataValue, -0.325, 4.54777E-11, 3.57624E-05, 3.141592653589, 0.12515502623991617, 27962.329150168891, 4.6190052714679463E-11, -3445.654069179167, 431.24092544179257, 3472.5351978384388, -1.4462886939408424, 4.54777E-12, 4.54777E-13
DataValue, -0.35000000000000003, 4.46428E-11, 3.43536E-05, 3.141592653589, 0.12247317043292795, 29109.030785710958, 4.5312427601620791E-11, -3512.390562942222, 430.17360804223051, 3538.6348779863752, -1.4489300563568657, 4.46428E-12, 4.46428E-13
DataValue, -0.375, 4.3852E-11, 3.30486E-05, 3.141592653589, 0.11994545407890495, 30258.467832222846, 4.4482894863015345E-11, -3577.8908630396395, 429.15174421205467, 3603.5363529986462, -1.4514211727333872, 4.3852E-12, 4.3852E-13
DataValue, -0.4, 4.31066E-11, 3.18431E-05, 3.141592653589, 0.11756869640312183, 31403.977627806336, 4.3702436597745628E-11, -3641.7864879448266, 428.1600899661766, 3666.869221340919, -1.4537648755569983, 4.3106600000000005E-12, 4.3106599999999996E-13
DataValue, -0.425, 4.23995E-11, 3.07215E-05, 3.141592653589, 0.11531925103359467, 32550.493953745747, 4.2963351008274612E-11, -3704.4350442143764, 427.19267480140303, 3728.9854623218293, -1.4559842274073516, 4.23995E-12, 4.2399499999999995E-13
DataValue, -0.45, 4.17276E-11, 2.9677500000000002E-05, 3.141592653589, 0.11319416462032124, 33695.560609889646, 4.2262252354862408E-11, -3765.8888067669263, 426.27663753500059, 3789.9380307124507, -1.4580819284339555, 4.1727600000000005E-12, 4.17276E-13
DataValue, -0.47500000000000003, 4.10912E-11, 2.87069E-05, 3.141592653589, 0.11118791945345681, 34834.830650470794, 4.1599200373840957E-11, -3825.9135190497013, 425.3953641919897, 3849.4902871839154, -1.4600632346055091, 4.10912E-12, 4.1091199999999996E-13
DataValue, -0.5, 4.0483499999999996E-11, 2.77963E-05, 3.141592653589, 0.1092770769490377, 35976.011195734682, 4.0966932887221771E-11, -3884.9611595301644, 424.53719957400051, 3908.0884131350067, -1.4619511362852695, 4.048349999999999E-12, 4.0483499999999991E-13
DataValue, -0.525, 3.99043E-11, 2.6942900000000003E-05, 3.141592653589, 0.1074594897349837, 37115.529508701729, 4.0365096577601033E-11, -3942.8852297173021, 423.70043486902529, 3965.5852018625274, -1.4637476256231174, 3.99043E-12, 3.9904299999999995E-13
DataValue, -0.55, 3.93506E-11, 2.6139300000000002E-05, 3.141592653589, 0.10572135631891332, 38256.571522573286, 3.9790421860111296E-11, -3999.8305032167445, 422.86750584583581, 4022.121452910565, -1.4654662326409049, 3.93506E-12, 3.93506E-13
DataValue, -0.57500000000000007, 3.88216E-11, 2.53855E-05, 3.141592653589, 0.10407164588425848, 39392.5666226783, 3.9242073157711373E-11, -4055.7220932824325, 422.08567349705282, 4077.6265171924092, -1.4670979880663775, 3.88216E-12, 3.88216E-13
DataValue, -0.6, 3.82967E-11, 2.4648100000000002E-05, 3.141592653589, 0.1024335504840975, 40571.078500979791, 3.8698533190054535E-11, -4112.6867085711174, 421.27710158769634, 4134.2068597470616, -1.4687188034461203, 3.82967E-12, 3.82967E-13
DataValue, -0.625, 3.78108E-11, 2.39765E-05, 3.141592653589, 0.10092297684904292, 41707.505265572538, 3.81959199091099E-11, -4166.8048176521679, 420.52634614639021, 4187.9714416663055, -1.4702139195960913, 3.7810799999999995E-12, 3.7810799999999995E-13
DataValue, -0.65, 3.73451E-11, 2.3342500000000002E-05, 3.141592653589, 0.09947956382828016, 42840.312734282954, 3.7714673966887277E-11, -4219.973987622705, 419.80117165539485, 4240.8034002928634, -1.4716429841495187, 3.73451E-12, 3.7345099999999996E-13
DataValue, -0.675, 3.68966E-11, 2.2739700000000002E-05, 3.141592653589, 0.098088595139597862, 43975.953948381022, 3.7251595932452881E-11, -4272.4328745680068, 419.07693849460952, 4292.937007232631, -1.4730205103188361, 3.689659999999999E-12, 3.689659999999999E-13
DataValue, -0.70000000000000007, 3.64657E-11, 2.21691E-05, 3.141592653589, 0.096757277356513877, 45107.830268256264, 3.6807090815737009E-11, -4324.0294075044976, 418.381312679635, 4344.2229730716208, -1.4743393108770051, 3.64657E-12, 3.6465699999999992E-13
DataValue, -0.725, 3.6051099999999996E-11, 2.16253E-05, 3.141592653589, 0.095469303040573911, 46242.133057113657, 3.6379683706847656E-11, -4374.8303139309091, 417.66200099175904, 4394.7220415813854, -1.4756154959259764, 3.6051099999999998E-12, 3.6051099999999997E-13
DataValue, -0.75, 3.56508E-11, 2.1109500000000002E-05, 3.141592653589, 0.094238594118483, 47372.03628697979, 3.5967411639684007E-11, -4424.9762725860073, 417.0035429361505, 4444.5817539753343, -1.4768352304171537, 3.56508E-12, 3.5650799999999992E-13
DataValue, -0.775, 3.52656E-11, 2.06189E-05, 3.141592653589, 0.0930538501009003, 48499.192488445064, 3.5570965501102371E-11, -4474.2935945048548, 416.35024545047315, 4493.6233372095, -1.4780096748764928, 3.52656E-12, 3.5265599999999995E-13
DataValue, -0.8, 3.48914E-11, 2.0148400000000002E-05, 3.141592653589, 0.091905668886704289, 49631.732544519662, 3.5186115512668614E-11, -4523.231415943952, 415.71060881168347, 4542.2943269300495, -1.4791481194162006, 3.48914E-12, 3.48914E-13
DataValue, -0.82500000000000007, 3.45315E-11, 1.97002E-05, 3.141592653589, 0.090797799397644124, 50760.905980649935, 3.4816185986525019E-11, -4571.2917306201662, 415.06322954495931, 4590.096466410766, -1.4802468199872563, 3.4531500000000005E-12, 3.45315E-13
DataValue, -0.85, 3.4183499999999996E-11, 1.92727E-05, 3.141592653589, 0.089731755722145062, 51886.8658776404, 3.4458738294584515E-11, -4618.7106948413166, 414.44501982075991, 4637.2678547929263, -1.4813042479284191, 3.4183499999999995E-12, 3.4183499999999993E-13
DataValue, -0.875, 3.38463E-11, 1.8862900000000002E-05, 3.141592653589, 0.088698728547843358, 53014.117659532727, 3.4112584561878785E-11, -4665.5785580607417, 413.83088604006815, 4683.8957379169806, -1.4823291177075191, 3.38463E-12, 3.3846299999999997E-13
DataValue, -0.9, 3.35059E-11, 1.84546E-05, 3.141592653589, 0.087660406459293239, 54187.031959511449, 3.3763370957476864E-11, -4713.834506998207, 413.216648865305, 4731.9112162282272, -1.4833594283854328, 3.3505899999999998E-12, 3.35059E-13
DataValue, -0.925, 3.31895E-11, 1.80784E-05, 3.141592653589, 0.086692078012421, 55314.629613240111, 3.3438936231229612E-11, -4759.5695626015759, 412.61697582660031, 4777.4213954793277, -1.4843204532614087, 3.31895E-12, 3.3189499999999997E-13
DataValue, -0.95000000000000007, 3.28832E-11, 1.77192E-05, 3.141592653589, 0.08576106545696964, 56435.956476590363, 3.31250546321257E-11, -4804.6696030980174, 412.05358433040141, 4822.3063103968825, -1.4852445947401545, 3.2883199999999995E-12, 3.2883199999999997E-13
DataValue, -0.975, 3.25847E-11, 1.73721E-05, 3.141592653589, 0.084851343940174781, 57563.5645661722, 3.28193017123479E-11, -4849.4311209569478, 411.48074795850533, 4866.8571586647422, -1.4861477438462458, 3.2584699999999995E-12, 3.258469999999999E-13
DataValue, -1, 3.22954E-11, 1.70403E-05, 3.141592653589, 0.083976293118199777, 58684.412833107395, 3.2523147735847816E-11, -4893.5897713403374, 410.94552903830038, 4910.8142988717609, -1.487016603388202, 3.22954E-12, 3.22954E-13
DataValue, -1.025, 3.20135E-11, 1.67188E-05, 3.141592653589, 0.083117424291797262, 59812.905232432953, 3.2234665463902869E-11, -4937.3846696241026, 410.38269647696177, 4954.4102911857035, -1.4878695187482296, 3.2013499999999995E-12, 3.20135E-13
DataValue, -1.05, 3.1740499999999996E-11, 1.6411E-05, 3.141592653589, 0.082288929635064165, 60934.738894643837, 3.1955429778164943E-11, -4980.5289491266885, 409.84239624008615, 4997.3632450368077, -1.4886923851051277, 3.1740499999999998E-12, 3.1740499999999995E-13
DataValue, -1.075, 3.14742E-11, 1.61135E-05, 3.141592653589, 0.08148080572379611, 62059.763552300865, 3.1683161044254172E-11, -5023.3290443978194, 409.30489795328111, 5039.976705082996, -1.4894951264873009, 3.1474199999999995E-12, 3.1474199999999997E-13
DataValue, -1.1, 3.12162E-11, 1.58279E-05, 3.141592653589, 0.0806981158425704, 63179.575306894782, 3.1419485697508464E-11, -5065.4853050174643, 408.77511994313738, 5081.9522305933178, -1.4902727033725538, 3.1216199999999994E-12, 3.12162E-13
DataValue, -1.125, 3.09638E-11, 1.5551E-05, 3.141592653589, 0.079932647802359189, 64304.546331425627, 3.1161634783665289E-11, -5107.4003080019229, 408.24803000517852, 5123.6905019898741, -1.491033265325644, 3.0963799999999998E-12, 3.0963799999999994E-13
DataValue, -1.1500000000000001, 3.07186E-11, 1.52853E-05, 3.141592653589, 0.079194073025566344, 65422.3338763387, 3.0911257880555387E-11, -5148.7695423760588, 407.75203113074139, 5164.8900781517714, -1.491767194060061, 3.0718599999999994E-12, 3.07186E-13
DataValue, -1.175, 3.04792E-11, 1.5028100000000001E-05, 3.141592653589, 0.078473070168505618, 66542.011298833517, 3.0666891606747937E-11, -5189.7970336489889, 407.25930678183943, 5205.75195273769, -1.4924837437227216, 3.04792E-12, 3.0479199999999995E-13
DataValue, -1.2, 3.02361E-11, 1.47696E-05, 3.141592653589, 0.0777433216417015, 67706.640667316649, 3.0418847715877093E-11, -5232.1161070432236, 406.76208537658846, 5247.90380549044, -1.4932090670997862, 3.02361E-12, 3.0236099999999996E-13
DataValue, -1.225, 3.00094E-11, 1.4528400000000001E-05, 3.141592653589, 0.077051413064469013, 68830.704000440513, 3.0187563414707339E-11, -5272.2023604725737, 406.23064183624081, 5287.8295229838168, -1.4938968555549597, 3.00094E-12, 3.0009399999999997E-13
DataValue, -1.25, 2.9786699999999996E-11, 1.4296600000000001E-05, 3.141592653589, 0.076388944039056564, 69946.700614132031, 2.9960513459886524E-11, -5312.1567260529291, 405.79004287315513, 5327.6331180970383, -1.4945554480905394, 2.9786699999999995E-12, 2.9786699999999991E-13
DataValue, -1.2750000000000001, 2.95703E-11, 1.40715E-05, 3.141592653589, 0.075736424105205938, 71065.629108481677, 2.9739915416336509E-11, -5351.5600452753715, 405.30802121345062, 5366.8863887963662, -1.495204214542889, 2.95703E-12, 2.9570299999999996E-13
DataValue, -1.3, 2.93582E-11, 1.38525E-05, 3.141592653589, 0.075096356356351451, 72189.135535101974, 2.9523764474954752E-11, -5390.7401688882846, 404.82494474733284, 5405.9192376833907, -1.495840662389422, 2.9358199999999995E-12, 2.9358199999999994E-13
DataValue, -1.325, 2.9151799999999996E-11, 1.36418E-05, 3.141592653589, 0.074477730454776944, 73304.109428374548, 2.9313503062005387E-11, -5429.4071491654558, 404.36992218478372, 5444.4446021037529, -1.4964558474789445, 2.9151799999999997E-12, 2.9151799999999996E-13
DataValue, -1.35, 2.89501E-11, 1.34378E-05, 3.141592653589, 0.073875126313235923, 74416.94324963908, 2.9108096163385138E-11, -5467.7208086228384, 403.92856538252062, 5482.6206440879314, -1.4970551541321233, 2.8950100000000002E-12, 2.8950099999999995E-13
DataValue, -1.375, 2.8752199999999998E-11, 1.32387E-05, 3.141592653589, 0.0732815069842032, 75536.117594627867, 2.890660446828831E-11, -5505.8332176833428, 403.47575539551985, 5520.5970787712176, -1.4976455770311921, 2.87522E-12, 2.8752199999999996E-13
DataValue, -1.4000000000000001, 2.8558899999999998E-11, 1.30463E-05, 3.141592653589, 0.072705290962198077, 76650.084698343591, 2.8709864039910856E-11, -5543.5631067666209, 403.04636864477391, 5558.1955969524615, -1.4982187392087902, 2.8558899999999995E-12, 2.85589E-13
DataValue, -1.425, 2.83697E-11, 1.2858600000000001E-05, 3.141592653589, 0.072137165752262533, 77768.9639618621, 2.8517329413138964E-11, -5580.9904492181195, 402.59683309704161, 5595.4927043365569, -1.4987839002279342, 2.8369699999999998E-12, 2.83697E-13
